DesG;IdxG;IdxPar;IdxSG
4. Confiance 1 - sept.07;303044514;9000000000;303044500
4. Vivre la Confiance 1;303044515;9000000000;303044500
4. Vivre la liberté;303044516;9000000000;303044500
4. Week-end Confiance 1;303044517;9000000000;303044500
5. A côté de la cible;303044518;9000000000;303044500
5. Confiance 2;303044519;9000000000;303044500
5. Confiance 2 - 06;303044520;9000000000;303044500
5. Confiance 2 - juin 2008;303044521;9000000000;303044500
5. Confiance 2 - sept.06;303044522;9000000000;303044500
5. Vivre la Confiance 2;303044523;9000000000;303044500
5. Vivre la liberté;303044524;9000000000;303044500
5. Week-end Confiance 2;303044525;9000000000;303044500
6. Camp Cévennes;303044526;9000000000;303044500
6. Confiance 3 - juin07;303044527;9000000000;303044500
6. Etre chrétien - 05;303044528;9000000000;303044500
6. L'essentiel;303044529;9000000000;303044500
6. Sur les traces de Jésus;303044530;9000000000;303044500
6. Sur les traces de Jésus-Lu.;303044531;9000000000;303044500
6. Vivre la liberté;303044532;9000000000;303044500
6. Vivre la liberté ;303044533;9000000000;303044500
6. Vivre la liberté A;303044534;9000000000;303044500
7. Sur les traces de Jésus;303044535;9000000000;303044500
7. Vivre la liberté;303044536;9000000000;303044500
7. Vivre la liberté ;303044537;9000000000;303044500
7. Vivre la liberté - 05;303044538;9000000000;303044500
7. Vivre la liberté 2;303044539;9000000000;303044500
7. Vivre la liberté A;303044540;9000000000;303044500
7. Vivre la liberté B;303044541;9000000000;303044500
8. Ce que je crois;303044542;9000000000;303044500
8. Le mal;303044543;9000000000;303044500
8. Ouvrier de paix;303044544;9000000000;303044500
8. Sur les traces de Jésus - 05;303044545;9000000000;303044500
8. Vivre la liberté B;303044546;9000000000;303044500
8. Vivre la solidarité;303044547;9000000000;303044500
9. Foi et art;303044548;9000000000;303044500
9. Ouvrier de paix 1;303044549;9000000000;303044500
A décidé d'arrêter;303044550;9000000000;303044500
confiance 2;303044551;9000000000;303044500
Confiance 3 - juin 2008;303044552;9000000000;303044500
Doit être modifier;303044553;9000000000;303044500
---;303044601;9000000000;303044600
2. Etre protestant (semaine);303044602;9000000000;303044600
3. Etre protestant (CD rom);303044603;9000000000;303044600
3. Etre protestant (Cévennes);303044604;9000000000;303044600
3. Protestant au monastère;303044605;9000000000;303044600
3. Vivre la Confiance 2;303044606;9000000000;303044600
4. Confiance 1;303044607;9000000000;303044600
4. Confiance 1 - 05;303044608;9000000000;303044600
4. Confiance 1 - juillet06;303044609;9000000000;303044600
4. Confiance 1 - juillet07;303044610;9000000000;303044600
4. Le Noël de Balthasar;303044611;9000000000;303044600
4. Vivre la Confiance 1;303044612;9000000000;303044600
4. Week-end Confiance 1;303044613;9000000000;303044600
5. Confiance 2;303044614;9000000000;303044600
5. Confiance 2 - sept.06;303044615;9000000000;303044600
5. Confiance 2 - sept.07;303044616;9000000000;303044600
5. Vivre la Confiance 2;303044617;9000000000;303044600
5. Week-end Confiance 2;303044618;9000000000;303044600
6. Confiance 3 - juin07;303044619;9000000000;303044600
6. Etre chrétien ;303044620;9000000000;303044600
6. Etre chrétien - 05;303044621;9000000000;303044600
6. Etre chrétien ?;303044622;9000000000;303044600
6. L'essentiel;303044623;9000000000;303044600
6. Sur les traces de Jésus;303044624;9000000000;303044600
6. Vivre la liberté;303044625;9000000000;303044600
6. Vivre la liberté ;303044626;9000000000;303044600
6. Vivre la liberté 1;303044627;9000000000;303044600
6. Vivre la liberté A;303044628;9000000000;303044600
7. Après le conflit;303044629;9000000000;303044600
7. Sur les traces de Jésus;303044630;9000000000;303044600
7. Vivre la liberté;303044631;9000000000;303044600
7. Vivre la liberté ;303044632;9000000000;303044600
7. Vivre la liberté - 05;303044633;9000000000;303044600
7. Vivre la liberté 2;303044634;9000000000;303044600
7. Vivre la liberté A;303044635;9000000000;303044600
7. Vivre la liberté B;303044636;9000000000;303044600
8. Ce que je crois;303044637;9000000000;303044600
8. Ecouter et prier;303044638;9000000000;303044600
8. KT Ciné;303044639;9000000000;303044600
8. Le mal;303044640;9000000000;303044600
8. Ouvrier de paix;303044641;9000000000;303044600
8. Sur les traces de Jésus;303044642;9000000000;303044600
8. Vivre la liberté B;303044643;9000000000;303044600
8. Vivre la solidarité;303044644;9000000000;303044600
9. Foi et art;303044645;9000000000;303044600
9. Ouvrier de paix;303044646;9000000000;303044600
---;303044701;9000000000;303044700
1. Camp Leysin;303044702;9000000000;303044700
1. Camp Leysin (août 2008);303044703;9000000000;303044700
1. Camp Leysin (août 2009);303044704;9000000000;303044700
1. Camp Leysin 05;303044705;9000000000;303044700
1. Camp Leysin 06;303044706;9000000000;303044700
1. Camp Leysin 07;303044707;9000000000;303044700
1. Camp Leysin-août10;303044708;9000000000;303044700
1. Camp Leysin-août11;303044709;9000000000;303044700
2. Dieu fait alliance;303044710;9000000000;303044700
2. Estime de soi... en semaine;303044711;9000000000;303044700
2. Estime de soi.../sem.;303044712;9000000000;303044700
2. Estime de soi/sem.;303044713;9000000000;303044700
2. J'ai des doutes;303044714;9000000000;303044700
2. Le bonheur;303044715;9000000000;303044700
2. Vie de Jésus;303044716;9000000000;303044700
3. Dieu fait alliance;303044717;9000000000;303044700
3. Dieu fait Alliance 1;303044718;9000000000;303044700
3. Dieu fait alliance/sem.;303044719;9000000000;303044700
3. Estime de soi (semaine);303044720;9000000000;303044700
3. Estime de soi, estime des autres/sem.;303044721;9000000000;303044700
3. Faire alliance;303044722;9000000000;303044700
3. J'ai des doutes;303044723;9000000000;303044700
4. Dieu fait alliance;303044724;9000000000;303044700
4. Dieu fait Alliance 2;303044725;9000000000;303044700
4. Estime de soi (en semaine);303044726;9000000000;303044700
4. Estime... en semaine;303044727;9000000000;303044700
4. La foi au rythme du Gospel;303044728;9000000000;303044700
4. Sur les traces de Jésus;303044729;9000000000;303044700
5. Camp Arolla;303044730;9000000000;303044700
5. Estime de soi (en semaine);303044731;9000000000;303044700
5. KT-Ciné;303044732;9000000000;303044700
5. La foi au rythme du Gospel;303044733;9000000000;303044700
5. Sur les traces de Jésus;303044734;9000000000;303044700
6. Sur les traces de Jésus;303044735;9000000000;303044700
Arrêt;303044736;9000000000;303044700
Fera uniquement sa confirmation;303044737;9000000000;303044700
Pas inscrit(e);303044738;9000000000;303044700
---;303044801;9000000000;303044800
1. Camp Leysin;303044802;9000000000;303044800
1. Camp Leysin 06;303044803;9000000000;303044800
1. Camp Leysin-août10;303044804;9000000000;303044800
1. Camp Leysin-août11;303044805;9000000000;303044800
2. Dieu fait alliance;303044806;9000000000;303044800
2. Estime de soi... en semaine;303044807;9000000000;303044800
2. Estime de soi.../sem.;303044808;9000000000;303044800
2. Estime de soi/sem.;303044809;9000000000;303044800
2. J'ai des doutes;303044810;9000000000;303044800
2. Le bonheur;303044811;9000000000;303044800
3. Dieu fait alliance;303044812;9000000000;303044800
3. Dieu fait Alliance 1;303044813;9000000000;303044800
3. Dieu fait Alliance no1;303044814;9000000000;303044800
3. Dieu fait alliance/sem.;303044815;9000000000;303044800
3. Estime de soi (semaine);303044816;9000000000;303044800
3. Estime de soi, estime des autres/sem.;303044817;9000000000;303044800
3. Faire alliance;303044818;9000000000;303044800
3. J'ai des doutes;303044819;9000000000;303044800
4. Dieu fait alliance;303044820;9000000000;303044800
4. Dieu fait Alliance 2;303044821;9000000000;303044800
4. Dieu fait Alliance no2;303044822;9000000000;303044800
4. Estime de soi (en semaine);303044823;9000000000;303044800
4. Estime... en semaine;303044824;9000000000;303044800
4. La foi au rythme du Gospel;303044825;9000000000;303044800
4. Le Noël de Balthasar;303044826;9000000000;303044800
4. Sur les traces de Jésus;303044827;9000000000;303044800
5. Estime de soi (en semaine);303044828;9000000000;303044800
5. KT-Ciné;303044829;9000000000;303044800
5. La foi au rythme du Gospel;303044830;9000000000;303044800
5. Ouvrier de paix;303044831;9000000000;303044800
5. Sur les traces de Jésus;303044832;9000000000;303044800
6. Approfondir sa foi;303044833;9000000000;303044800
6. Sur les traces de Jésus;303044834;9000000000;303044800
Arrêt;303044835;9000000000;303044800
Pas encore inscrit(e);303044836;9000000000;303044800
3. Dieu fait Alliance;303044901;9000000000;303044900
3. Dieu fait Alliance 1;303044902;9000000000;303044900
3. Dieu fait alliance/sem.;303044903;9000000000;303044900
3. Faire alliance;303044904;9000000000;303044900
4. Dieu fait alliance;303044905;9000000000;303044900
4. La foi au rythme du Gospel;303044906;9000000000;303044900
5. Estime de soi (en semaine);303044907;9000000000;303044900
6. Sur les traces de Jésus;303044908;9000000000;303044900
Accompagnant Leysin 02-03;303044909;9000000000;303044900
 Alliance;303044910;9000000000;303044900
Film rappel;303044911;9000000000;303044900
Arrêt;303045001;9000000000;303045000
Autre;303045002;9000000000;303045000
JP;303045003;9000000000;303045000
KT2;303045004;9000000000;303045000
KT3;303045005;9000000000;303045000
KT5-2016;303045006;9000000000;303045000
KT6-2015;303045007;9000000000;303045000
KT7-2014;303045008;9000000000;303045000
KT8-2013;303045009;9000000000;303045000
KT9-2012;303045010;9000000000;303045000
03/03/2009;303045101;9000000000;303045100
04/11/2008;303045102;9000000000;303045100
05/06/2008;303045103;9000000000;303045100
05/08/2008;303045104;9000000000;303045100
08/07/2005;303045105;9000000000;303045100
10/11/2009;303045106;9000000000;303045100
11/12/2002;303045107;9000000000;303045100
11/12/2003;303045108;9000000000;303045100
12/06/2008;303045109;9000000000;303045100
15/01/2004;303045110;9000000000;303045100
15/09/2005;303045111;9000000000;303045100
17/07/2008;303045112;9000000000;303045100
20/06/2003;303045113;9000000000;303045100
21/10/2009;303045114;9000000000;303045100
27/08/2008;303045115;9000000000;303045100
29/10/2009;303045116;9000000000;303045100
01/06/2004;303045201;9000000000;303045200
01/06/2005;303045202;9000000000;303045200
01/06/2006;303045203;9000000000;303045200
01/06/2007;303045204;9000000000;303045200
01/07/2009;303045205;9000000000;303045200
02/06/2005;303045206;9000000000;303045200
02/06/2006;303045207;9000000000;303045200
02/06/2008;303045208;9000000000;303045200
02/06/2009;303045209;9000000000;303045200
02/06/2010;303045210;9000000000;303045200
02/09/2009;303045211;9000000000;303045200
03/06/2003;303045212;9000000000;303045200
03/06/2005;303045213;9000000000;303045200
03/06/2007;303045214;9000000000;303045200
03/06/2008;303045215;9000000000;303045200
03/06/2009;303045216;9000000000;303045200
04/06/2003;303045217;9000000000;303045200
04/06/2005;303045218;9000000000;303045200
04/06/2007;303045219;9000000000;303045200
04/06/2008;303045220;9000000000;303045200
04/06/2009;303045221;9000000000;303045200
04/06/2010;303045222;9000000000;303045200
04/07/2011;303045223;9000000000;303045200
04/11/2009;303045224;9000000000;303045200
05/05/2002;303045225;9000000000;303045200
05/05/2011;303045226;9000000000;303045200
05/06/2003;303045227;9000000000;303045200
05/06/2008;303045228;9000000000;303045200
05/06/2009;303045229;9000000000;303045200
06/05/2010;303045230;9000000000;303045200
06/05/2011;303045231;9000000000;303045200
06/06/2005;303045232;9000000000;303045200
06/06/2007;303045233;9000000000;303045200
06/06/2008;303045234;9000000000;303045200
06/06/2009;303045235;9000000000;303045200
07/05/2002;303045236;9000000000;303045200
07/05/2004;303045237;9000000000;303045200
07/05/2011;303045238;9000000000;303045200
07/06/2003;303045239;9000000000;303045200
07/06/2004;303045240;9000000000;303045200
07/06/2005;303045241;9000000000;303045200
07/06/2006;303045242;9000000000;303045200
07/06/2007;303045243;9000000000;303045200
07/06/2008;303045244;9000000000;303045200
07/06/2009;303045245;9000000000;303045200
08/05/2002;303045246;9000000000;303045200
08/05/2004;303045247;9000000000;303045200
08/05/2011;303045248;9000000000;303045200
08/06/2004;303045249;9000000000;303045200
08/06/2005;303045250;9000000000;303045200
08/06/2006;303045251;9000000000;303045200
08/06/2007;303045252;9000000000;303045200
08/06/2008;303045253;9000000000;303045200
08/06/2011;303045254;9000000000;303045200
09/05/2004;303045255;9000000000;303045200
09/05/2011;303045256;9000000000;303045200
09/06/2005;303045257;9000000000;303045200
09/06/2008;303045258;9000000000;303045200
09/06/2009;303045259;9000000000;303045200
09/06/2010;303045260;9000000000;303045200
10/05/2002;303045261;9000000000;303045200
10/05/2004;303045262;9000000000;303045200
10/05/2011;303045263;9000000000;303045200
10/06/2003;303045264;9000000000;303045200
10/06/2008;303045265;9000000000;303045200
10/06/2009;303045266;9000000000;303045200
10/09/2009;303045267;9000000000;303045200
11/05/2004;303045268;9000000000;303045200
11/05/2010;303045269;9000000000;303045200
11/05/2011;303045270;9000000000;303045200
11/06/2007;303045271;9000000000;303045200
11/06/2008;303045272;9000000000;303045200
11/06/2009;303045273;9000000000;303045200
11/09/2008;303045274;9000000000;303045200
12/05/2004;303045275;9000000000;303045200
12/05/2010;303045276;9000000000;303045200
12/05/2011;303045277;9000000000;303045200
12/06/2007;303045278;9000000000;303045200
12/06/2008;303045279;9000000000;303045200
12/06/2009;303045280;9000000000;303045200
13/05/2002;303045281;9000000000;303045200
13/05/2004;303045282;9000000000;303045200
13/05/2006;303045283;9000000000;303045200
13/05/2011;303045284;9000000000;303045200
13/06/2005;303045285;9000000000;303045200
13/06/2009;303045286;9000000000;303045200
14/05/2006;303045287;9000000000;303045200
14/06/2005;303045288;9000000000;303045200
14/06/2011;303045289;9000000000;303045200
14/07/2005;303045290;9000000000;303045200
15/05/2002;303045291;9000000000;303045200
15/05/2004;303045292;9000000000;303045200
15/05/2006;303045293;9000000000;303045200
15/06/2003;303045294;9000000000;303045200
15/06/2004;303045295;9000000000;303045200
15/06/2005;303045296;9000000000;303045200
15/06/2007;303045297;9000000000;303045200
15/09/2008;303045298;9000000000;303045200
16/05/2002;303045299;9000000000;303045200
16/05/2006;303045300;9000000000;303045200
01/02/2011;303045301;9000000000;303045300
01/06/2006;303045302;9000000000;303045300
01/06/2010;303045303;9000000000;303045300
01/07/2003;303045304;9000000000;303045300
01/07/2009;303045305;9000000000;303045300
01/07/2011;303045306;9000000000;303045300
01/08/2005;303045307;9000000000;303045300
01/09/2011;303045308;9000000000;303045300
01/10/2009;303045309;9000000000;303045300
02/06/2002;303045310;9000000000;303045300
02/06/2003;303045311;9000000000;303045300
02/06/2006;303045312;9000000000;303045300
02/06/2008;303045313;9000000000;303045300
02/06/2010;303045314;9000000000;303045300
02/07/2003;303045315;9000000000;303045300
02/07/2008;303045316;9000000000;303045300
02/07/2009;303045317;9000000000;303045300
02/11/2006;303045318;9000000000;303045300
03/06/2002;303045319;9000000000;303045300
03/06/2003;303045320;9000000000;303045300
03/06/2005;303045321;9000000000;303045300
03/06/2008;303045322;9000000000;303045300
03/11/2011;303045323;9000000000;303045300
04/06/2002;303045324;9000000000;303045300
04/06/2003;303045325;9000000000;303045300
04/06/2004;303045326;9000000000;303045300
04/06/2008;303045327;9000000000;303045300
04/06/2010;303045328;9000000000;303045300
04/07/2005;303045329;9000000000;303045300
05/06/2002;303045330;9000000000;303045300
05/06/2003;303045331;9000000000;303045300
05/06/2005;303045332;9000000000;303045300
05/06/2008;303045333;9000000000;303045300
05/07/2007;303045334;9000000000;303045300
06/06/2003;303045335;9000000000;303045300
06/06/2005;303045336;9000000000;303045300
06/06/2007;303045337;9000000000;303045300
06/06/2008;303045338;9000000000;303045300
06/06/2009;303045339;9000000000;303045300
06/11/2008;303045340;9000000000;303045300
07/06/2003;303045341;9000000000;303045300
07/06/2005;303045342;9000000000;303045300
07/06/2006;303045343;9000000000;303045300
07/06/2007;303045344;9000000000;303045300
07/06/2008;303045345;9000000000;303045300
07/07/2005;303045346;9000000000;303045300
07/07/2009;303045347;9000000000;303045300
07/07/2011;303045348;9000000000;303045300
08/06/2004;303045349;9000000000;303045300
08/06/2005;303045350;9000000000;303045300
08/06/2006;303045351;9000000000;303045300
08/06/2009;303045352;9000000000;303045300
08/06/2011;303045353;9000000000;303045300
08/07/2004;303045354;9000000000;303045300
08/09/2011;303045355;9000000000;303045300
09/06/2005;303045356;9000000000;303045300
09/06/2007;303045357;9000000000;303045300
09/06/2008;303045358;9000000000;303045300
09/06/2009;303045359;9000000000;303045300
09/06/2010;303045360;9000000000;303045300
09/06/2011;303045361;9000000000;303045300
09/07/2009;303045362;9000000000;303045300
10/06/2003;303045363;9000000000;303045300
10/06/2005;303045364;9000000000;303045300
10/06/2006;303045365;9000000000;303045300
10/06/2008;303045366;9000000000;303045300
10/06/2010;303045367;9000000000;303045300
11/06/2003;303045368;9000000000;303045300
11/06/2007;303045369;9000000000;303045300
11/06/2008;303045370;9000000000;303045300
11/06/2009;303045371;9000000000;303045300
12/06/2007;303045372;9000000000;303045300
12/06/2008;303045373;9000000000;303045300
13/06/2005;303045374;9000000000;303045300
13/06/2007;303045375;9000000000;303045300
13/06/2009;303045376;9000000000;303045300
14/05/2004;303045377;9000000000;303045300
14/06/2004;303045378;9000000000;303045300
14/06/2005;303045379;9000000000;303045300
14/06/2007;303045380;9000000000;303045300
14/07/2009;303045381;9000000000;303045300
14/07/2011;303045382;9000000000;303045300
15/05/2004;303045383;9000000000;303045300
15/05/2006;303045384;9000000000;303045300
15/05/2008;303045385;9000000000;303045300
15/06/2005;303045386;9000000000;303045300
15/06/2009;303045387;9000000000;303045300
15/09/2009;303045388;9000000000;303045300
15/09/2011;303045389;9000000000;303045300
16/02/2006;303045390;9000000000;303045300
16/05/2006;303045391;9000000000;303045300
16/06/2003;303045392;9000000000;303045300
16/06/2004;303045393;9000000000;303045300
16/06/2005;303045394;9000000000;303045300
16/06/2009;303045395;9000000000;303045300
16/07/2008;303045396;9000000000;303045300
16/07/2009;303045397;9000000000;303045300
17/05/2004;303045398;9000000000;303045300
17/05/2006;303045399;9000000000;303045300
17/06/2003;303045400;9000000000;303045300
02/07/2003;303045401;9000000000;303045400
06/07/2003;303045402;9000000000;303045400
11/12/2003;303045403;9000000000;303045400
13/08/2003;303045404;9000000000;303045400
18/06/2003;303045405;9000000000;303045400
20/06/2003;303045406;9000000000;303045400
27/06/2003;303045407;9000000000;303045400
29/08/2003;303045408;9000000000;303045400
30/06/2003;303045409;9000000000;303045400
19/05/2004;303045410;9000000000;303045300
19/05/2006;303045411;9000000000;303045300
19/05/2010;303045412;9000000000;303045300
19/05/2011;303045413;9000000000;303045300
19/06/2007;303045414;9000000000;303045300
19/06/2009;303045415;9000000000;303045300
20/01/2005;303045416;9000000000;303045300
20/05/2004;303045417;9000000000;303045300
20/05/2006;303045418;9000000000;303045300
20/05/2010;303045419;9000000000;303045300
20/06/2005;303045420;9000000000;303045300
20/06/2009;303045421;9000000000;303045300
21/05/2004;303045422;9000000000;303045300
21/05/2006;303045423;9000000000;303045300
21/06/2005;303045424;9000000000;303045300
22/05/2004;303045425;9000000000;303045300
22/05/2006;303045426;9000000000;303045300
22/06/2003;303045427;9000000000;303045300
22/06/2005;303045428;9000000000;303045300
22/06/2007;303045429;9000000000;303045300
22/06/2009;303045430;9000000000;303045300
23/05/2003;303045431;9000000000;303045300
23/05/2004;303045432;9000000000;303045300
23/05/2006;303045433;9000000000;303045300
23/06/2003;303045434;9000000000;303045300
23/06/2005;303045435;9000000000;303045300
23/06/2009;303045436;9000000000;303045300
23/06/2010;303045437;9000000000;303045300
24/05/2004;303045438;9000000000;303045300
24/05/2006;303045439;9000000000;303045300
24/06/2009;303045440;9000000000;303045300
24/09/2008;303045441;9000000000;303045300
25/05/2003;303045442;9000000000;303045300
25/05/2004;303045443;9000000000;303045300
25/05/2006;303045444;9000000000;303045300
25/05/2011;303045445;9000000000;303045300
25/06/2005;303045446;9000000000;303045300
25/08/2005;303045447;9000000000;303045300
25/09/2005;303045448;9000000000;303045300
25/11/2010;303045449;9000000000;303045300
26/05/2003;303045450;9000000000;303045300
26/05/2004;303045451;9000000000;303045300
26/05/2006;303045452;9000000000;303045300
26/05/2010;303045453;9000000000;303045300
26/05/2011;303045454;9000000000;303045300
26/06/2005;303045455;9000000000;303045300
27/05/2003;303045456;9000000000;303045300
27/05/2006;303045457;9000000000;303045300
27/05/2010;303045458;9000000000;303045300
27/06/2004;303045459;9000000000;303045300
27/06/2005;303045460;9000000000;303045300
28/05/2004;303045461;9000000000;303045300
28/05/2010;303045462;9000000000;303045300
28/06/2005;303045463;9000000000;303045300
29/05/2004;303045464;9000000000;303045300
29/05/2006;303045465;9000000000;303045300
29/05/2010;303045466;9000000000;303045300
29/09/2009;303045467;9000000000;303045300
29/10/2009;303045468;9000000000;303045300
30/05/2003;303045469;9000000000;303045300
30/05/2006;303045470;9000000000;303045300
30/06/2005;303045471;9000000000;303045300
30/11/2006;303045472;9000000000;303045300
31/05/2002;303045473;9000000000;303045300
31/05/2003;303045474;9000000000;303045300
31/05/2006;303045475;9000000000;303045300
31/05/2008;303045476;9000000000;303045300
31/05/2010;303045477;9000000000;303045300
31/05/2011;303045478;9000000000;303045300
KT1;303045501;9000000000;303045500
KT2;303045502;9000000000;303045500
KT3;303045503;9000000000;303045500
TU2;303045504;9000000000;303045500
